Station_Name,"Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)",Lat/YCoord,Lon/XCoord,Height,"Height_Units(meters,feet)",Speed,"Speed_Units(mph,kph,mps,kts)",Direction(degrees),Temperature,"Temperature_Units(F,C)",Cloud_Cover(%),Radius_of_Influence,"Radius_of_Influence_Units(miles,feet,meters,km)",date_time
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.4,mps,353.0,16.7,C,,-1,meters,2025-08-09T00:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.7,mps,185.0,15.9,C,,-1,meters,2025-08-09T00:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.3,mps,178.0,15.1,C,,-1,meters,2025-08-09T00:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.2,mps,191.0,15.9,C,,-1,meters,2025-08-09T00:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.6,mps,228.0,15.9,C,,-1,meters,2025-08-09T00:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.9,mps,218.0,16.3,C,,-1,meters,2025-08-09T00:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.1,mps,250.0,15.9,C,,-1,meters,2025-08-09T01:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.2,mps,294.0,16.8,C,,-1,meters,2025-08-09T01:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.7,mps,315.0,17.1,C,,-1,meters,2025-08-09T01:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.9,mps,125.0,17.2,C,,-1,meters,2025-08-09T01:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.6,mps,161.0,15.7,C,,-1,meters,2025-08-09T01:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.0,mps,206.0,15.6,C,,-1,meters,2025-08-09T01:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.3,mps,222.0,15.6,C,,-1,meters,2025-08-09T02:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.9,mps,305.0,15.9,C,,-1,meters,2025-08-09T02:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.8,mps,217.0,15.4,C,,-1,meters,2025-08-09T02:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.8,mps,219.0,15.0,C,,-1,meters,2025-08-09T02:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.6,mps,203.0,15.1,C,,-1,meters,2025-08-09T02:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.2,mps,250.0,15.0,C,,-1,meters,2025-08-09T02:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.4,mps,225.0,14.5,C,,-1,meters,2025-08-09T03:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.0,mps,197.0,14.0,C,,-1,meters,2025-08-09T03:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,1.0,mps,207.0,14.1,C,,-1,meters,2025-08-09T03:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.6,mps,314.0,14.6,C,,-1,meters,2025-08-09T03:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.4,mps,287.0,14.8,C,,-1,meters,2025-08-09T03:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.7,mps,213.0,14.0,C,,-1,meters,2025-08-09T03:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.3,mps,252.0,14.5,C,,-1,meters,2025-08-09T04:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.2,mps,219.0,15.2,C,,-1,meters,2025-08-09T04:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.9,mps,197.0,15.0,C,,-1,meters,2025-08-09T04:20:00Z
