Station_Name,"Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)",Lat/YCoord,Lon/XCoord,Height,"Height_Units(meters,feet)",Speed,"Speed_Units(mph,kph,mps,kts)",Direction(degrees),Temperature,"Temperature_Units(F,C)",Cloud_Cover(%),Radius_of_Influence,"Radius_of_Influence_Units(miles,feet,meters,km)",date_time
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.2,mps,350.0,11.8,C,,-1,meters,2025-08-24T00:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.3,mps,82.0,11.3,C,,-1,meters,2025-08-24T00:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.3,mps,16.0,11.3,C,,-1,meters,2025-08-24T00:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.2,mps,54.0,11.2,C,,-1,meters,2025-08-24T00:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.1,mps,248.0,10.8,C,,-1,meters,2025-08-24T00:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.7,mps,185.0,10.5,C,,-1,meters,2025-08-24T00:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.6,mps,235.0,10.4,C,,-1,meters,2025-08-24T01:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.4,mps,326.0,10.4,C,,-1,meters,2025-08-24T01:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.4,mps,252.0,10.0,C,,-1,meters,2025-08-24T01:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.6,mps,183.0,9.7,C,,-1,meters,2025-08-24T01:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.8,mps,226.0,10.0,C,,-1,meters,2025-08-24T01:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.5,mps,214.0,9.4,C,,-1,meters,2025-08-24T01:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.7,mps,218.0,9.3,C,,-1,meters,2025-08-24T02:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.5,mps,247.0,9.1,C,,-1,meters,2025-08-24T02:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.6,mps,201.0,9.1,C,,-1,meters,2025-08-24T02:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.9,mps,212.0,9.2,C,,-1,meters,2025-08-24T02:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.8,mps,218.0,9.0,C,,-1,meters,2025-08-24T02:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.7,mps,248.0,9.0,C,,-1,meters,2025-08-24T02:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.1,mps,221.0,9.1,C,,-1,meters,2025-08-24T03:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.7,mps,222.0,8.7,C,,-1,meters,2025-08-24T03:10:00Z
