Station_Name,"Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)",Lat/YCoord,Lon/XCoord,Height,"Height_Units(meters,feet)",Speed,"Speed_Units(mph,kph,mps,kts)",Direction(degrees),Temperature,"Temperature_Units(F,C)",Cloud_Cover(%),Radius_of_Influence,"Radius_of_Influence_Units(miles,feet,meters,km)",date_time
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.4,mps,150.0,10.6,C,,-1,meters,2025-10-23T00:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.2,mps,45.0,10.7,C,,-1,meters,2025-10-23T00:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.9,mps,207.0,10.8,C,,-1,meters,2025-10-23T00:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.4,mps,232.0,11.6,C,,-1,meters,2025-10-23T00:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.3,mps,239.0,11.5,C,,-1,meters,2025-10-23T00:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.6,mps,254.0,11.6,C,,-1,meters,2025-10-23T00:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.9,mps,206.0,11.6,C,,-1,meters,2025-10-23T01:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.7,mps,255.0,11.5,C,,-1,meters,2025-10-23T01:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.0,mps,204.0,11.4,C,,-1,meters,2025-10-23T01:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.8,mps,232.0,11.4,C,,-1,meters,2025-10-23T01:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.8,mps,162.0,11.4,C,,-1,meters,2025-10-23T01:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.3,mps,288.0,11.4,C,,-1,meters,2025-10-23T01:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,2.3,mps,275.0,11.8,C,,-1,meters,2025-10-23T02:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.2,mps,200.0,11.3,C,,-1,meters,2025-10-23T02:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.4,mps,239.0,11.5,C,,-1,meters,2025-10-23T02:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.7,mps,189.0,11.0,C,,-1,meters,2025-10-23T02:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.5,mps,255.0,11.3,C,,-1,meters,2025-10-23T02:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.4,mps,212.0,10.8,C,,-1,meters,2025-10-23T02:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.1,mps,211.0,10.5,C,,-1,meters,2025-10-23T03:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.7,mps,174.0,10.3,C,,-1,meters,2025-10-23T03:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.5,mps,224.0,10.5,C,,-1,meters,2025-10-23T03:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.2,mps,224.0,10.6,C,,-1,meters,2025-10-23T03:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.5,mps,244.0,10.7,C,,-1,meters,2025-10-23T03:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.6,mps,226.0,10.7,C,,-1,meters,2025-10-23T03:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.2,mps,250.0,10.8,C,,-1,meters,2025-10-23T04:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,0.9,mps,188.0,10.6,C,,-1,meters,2025-10-23T04:10:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.7,mps,250.0,10.9,C,,-1,meters,2025-10-23T04:20:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.2,mps,216.0,10.6,C,,-1,meters,2025-10-23T04:30:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.5,mps,211.0,10.9,C,,-1,meters,2025-10-23T04:40:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,1.6,mps,246.0,11.2,C,,-1,meters,2025-10-23T04:50:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,4.6,mps,241.0,14.3,C,,-1,meters,2025-10-23T05:00:00Z
FRU,GEOGCS,WGS84,46.599003,7.657542,10.0,meters,4.2,mps,228.0,14.6,C,,-1,meters,2025-10-23T05:10:00Z
