Station_Name,"Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)",Lat/YCoord,Lon/XCoord,Height,"Height_Units(meters,feet)",Speed,"Speed_Units(mph,kph,mps,kts)",Direction(degrees),Temperature,"Temperature_Units(F,C)",Cloud_Cover(%),Radius_of_Influence,"Radius_of_Influence_Units(miles,feet,meters,km)",date_time
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,0.2,mps,149.0,12.3,C,,-1,meters,2025-10-23T00:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.4,mps,108.0,12.8,C,,-1,meters,2025-10-23T00:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.3,mps,110.0,13.2,C,,-1,meters,2025-10-23T00:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.2,mps,125.0,13.2,C,,-1,meters,2025-10-23T00:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.5,mps,102.0,13.6,C,,-1,meters,2025-10-23T00:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,4.8,mps,108.0,13.6,C,,-1,meters,2025-10-23T00:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.1,mps,128.0,13.5,C,,-1,meters,2025-10-23T01:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,8.1,mps,97.0,13.4,C,,-1,meters,2025-10-23T01:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,8.0,mps,100.0,13.8,C,,-1,meters,2025-10-23T01:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,10.0,mps,102.0,13.9,C,,-1,meters,2025-10-23T01:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,8.4,mps,113.0,13.4,C,,-1,meters,2025-10-23T01:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.4,mps,115.0,13.5,C,,-1,meters,2025-10-23T01:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,5.1,mps,120.0,13.7,C,,-1,meters,2025-10-23T02:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,6.4,mps,101.0,12.9,C,,-1,meters,2025-10-23T02:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.8,mps,112.0,12.9,C,,-1,meters,2025-10-23T02:20:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,6.3,mps,113.0,13.1,C,,-1,meters,2025-10-23T02:30:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,7.7,mps,110.0,13.1,C,,-1,meters,2025-10-23T02:40:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,9.2,mps,105.0,13.1,C,,-1,meters,2025-10-23T02:50:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,9.2,mps,106.0,13.2,C,,-1,meters,2025-10-23T03:00:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,9.6,mps,114.0,13.4,C,,-1,meters,2025-10-23T03:10:00Z
THU,GEOGCS,WGS84,46.749853,7.585222,10.0,meters,9.7,mps,108.0,13.2,C,,-1,meters,2025-10-23T03:20:00Z
