Station_Name,"Coord_Sys(PROJCS,GEOGCS)","Datum(WGS84,NAD83,NAD27)",Lat/YCoord,Lon/XCoord,Height,"Height_Units(meters,feet)",Speed,"Speed_Units(mph,kph,mps,kts)",Direction(degrees),Temperature,"Temperature_Units(F,C)",Cloud_Cover(%),Radius_of_Influence,"Radius_of_Influence_Units(miles,feet,meters,km)",date_time
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.9,mps,291.0,11.2,C,,-1,meters,2025-10-23T00:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.7,mps,47.0,11.3,C,,-1,meters,2025-10-23T00:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.1,mps,85.0,11.4,C,,-1,meters,2025-10-23T00:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.8,mps,84.0,11.2,C,,-1,meters,2025-10-23T00:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.7,mps,152.0,11.5,C,,-1,meters,2025-10-23T00:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.5,mps,258.0,11.7,C,,-1,meters,2025-10-23T00:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.7,mps,241.0,11.5,C,,-1,meters,2025-10-23T01:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.4,mps,321.0,11.8,C,,-1,meters,2025-10-23T01:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.3,mps,226.0,11.7,C,,-1,meters,2025-10-23T01:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.9,mps,207.0,11.5,C,,-1,meters,2025-10-23T01:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.5,mps,323.0,11.5,C,,-1,meters,2025-10-23T01:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.2,mps,321.0,11.6,C,,-1,meters,2025-10-23T01:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,56.0,11.3,C,,-1,meters,2025-10-23T02:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.5,mps,276.0,11.1,C,,-1,meters,2025-10-23T02:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.1,mps,137.0,11.2,C,,-1,meters,2025-10-23T02:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,31.0,11.3,C,,-1,meters,2025-10-23T02:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,2.7,mps,66.0,10.7,C,,-1,meters,2025-10-23T02:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.7,mps,80.0,10.9,C,,-1,meters,2025-10-23T02:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.9,mps,212.0,10.9,C,,-1,meters,2025-10-23T03:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.6,mps,20.0,11.2,C,,-1,meters,2025-10-23T03:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.9,mps,73.0,11.3,C,,-1,meters,2025-10-23T03:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.3,mps,104.0,11.1,C,,-1,meters,2025-10-23T03:30:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.6,mps,118.0,11.2,C,,-1,meters,2025-10-23T03:40:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.3,mps,29.0,11.2,C,,-1,meters,2025-10-23T03:50:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.4,mps,129.0,11.1,C,,-1,meters,2025-10-23T04:00:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.4,mps,31.0,10.8,C,,-1,meters,2025-10-23T04:10:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,1.2,mps,35.0,10.8,C,,-1,meters,2025-10-23T04:20:00Z
INT,GEOGCS,WGS84,46.672033,7.87045,10.0,meters,0.7,mps,104.0,10.8,C,,-1,meters,2025-10-23T04:30:00Z
