new_image_name,date,time,season,daytime,weather_label
img_00001.png,01/05/2022,12:00:00,spring,afternoon,sunny
img_00002.png,02/05/2022,12:00:00,spring,afternoon,sunny
img_00003.png,03/05/2022,12:00:00,spring,afternoon,cloudy
img_00004.png,04/05/2022,12:00:00,spring,afternoon,cloudy
img_00005.png,05/05/2022,12:00:00,spring,afternoon,rainy
img_00006.png,06/05/2022,12:00:00,spring,afternoon,cloudy
img_00007.png,07/05/2022,12:00:00,spring,afternoon,cloudy
img_00008.png,08/05/2022,12:00:00,spring,afternoon,cloudy
img_00009.png,09/05/2022,12:00:00,spring,afternoon,sunny
img_00010.png,10/05/2022,12:00:00,spring,afternoon,sunny
img_00011.png,11/05/2022,12:00:00,spring,afternoon,sunny
img_00012.png,12/05/2022,12:00:00,spring,afternoon,sunny
img_00013.png,13/05/2022,12:00:00,spring,afternoon,cloudy
img_00014.png,14/05/2022,12:00:00,spring,afternoon,sunny
img_00015.png,15/05/2022,12:00:00,spring,afternoon,sunny
img_00016.png,16/05/2022,12:00:00,spring,afternoon,cloudy
img_00017.png,17/05/2022,12:00:00,spring,afternoon,sunny
img_00018.png,18/05/2022,12:00:00,spring,afternoon,sunny
img_00019.png,19/05/2022,12:00:00,spring,afternoon,sunny
img_00020.png,20/05/2022,12:00:00,spring,afternoon,sunny
img_00021.png,21/05/2022,12:00:00,spring,afternoon,sunny
img_00022.png,22/05/2022,12:00:00,spring,afternoon,foggy
img_00023.png,23/05/2022,12:00:00,spring,afternoon,cloudy
img_00024.png,24/05/2022,12:00:00,spring,afternoon,cloudy
img_00025.png,25/05/2022,12:00:00,spring,afternoon,cloudy
img_00026.png,26/05/2022,12:00:00,spring,afternoon,sunny
img_00027.png,27/05/2022,12:00:00,spring,afternoon,sunny
img_00028.png,28/05/2022,12:00:00,spring,afternoon,cloudy
img_00029.png,29/05/2022,12:00:00,spring,afternoon,cloudy
img_00030.png,30/05/2022,12:00:00,spring,afternoon,cloudy
img_00031.png,31/05/2022,12:00:00,spring,afternoon,rainy
img_00032.png,01/06/2022,12:00:00,summer,afternoon,cloudy
img_00033.png,02/06/2022,12:00:00,summer,afternoon,sunny
img_00034.png,03/06/2022,12:00:00,summer,afternoon,cloudy
img_00035.png,04/06/2022,12:00:00,summer,afternoon,sunny
img_00036.png,05/06/2022,12:00:00,summer,afternoon,rainy
img_00037.png,06/06/2022,12:00:00,summer,afternoon,cloudy
img_00038.png,07/06/2022,12:00:00,summer,afternoon,cloudy
img_00039.png,08/06/2022,12:00:00,summer,afternoon,cloudy
img_00040.png,09/06/2022,12:00:00,summer,afternoon,cloudy
img_00041.png,10/06/2022,12:00:00,summer,afternoon,sunny
img_00042.png,11/06/2022,12:00:00,summer,afternoon,sunny
img_00043.png,12/06/2022,12:00:00,summer,afternoon,sunny
img_00044.png,13/06/2022,12:00:00,summer,afternoon,cloudy
img_00045.png,14/06/2022,12:00:00,summer,afternoon,sunny
img_00046.png,15/06/2022,12:00:00,summer,afternoon,cloudy
img_00047.png,16/06/2022,12:00:00,summer,afternoon,cloudy
img_00048.png,17/06/2022,12:00:00,summer,afternoon,sunny
img_00049.png,18/06/2022,12:00:00,summer,afternoon,foggy
img_00050.png,19/06/2022,12:00:00,summer,afternoon,sunny
img_00051.png,20/06/2022,12:00:00,summer,afternoon,sunny
img_00052.png,21/06/2022,12:00:00,summer,afternoon,cloudy
img_00053.png,22/06/2022,12:00:00,summer,afternoon,cloudy
img_00054.png,23/06/2022,12:00:00,summer,afternoon,sunny
img_00055.png,24/06/2022,12:00:00,summer,afternoon,cloudy
img_00056.png,25/06/2022,12:00:00,summer,afternoon,sunny
img_00057.png,26/06/2022,12:00:00,summer,afternoon,sunny
img_00058.png,27/06/2022,12:00:00,summer,afternoon,cloudy
img_00059.png,28/06/2022,12:00:00,summer,afternoon,cloudy
img_00060.png,29/06/2022,12:00:00,summer,afternoon,cloudy
img_00061.png,30/06/2022,12:00:00,summer,afternoon,cloudy
img_00062.png,01/07/2022,12:00:00,summer,afternoon,cloudy
img_00063.png,02/07/2022,12:00:00,summer,afternoon,sunny
img_00064.png,03/07/2022,12:00:00,summer,afternoon,sunny
img_00065.png,04/07/2022,12:00:00,summer,afternoon,cloudy
img_00066.png,05/07/2022,12:00:00,summer,afternoon,cloudy
img_00067.png,06/07/2022,12:00:00,summer,afternoon,sunny
img_00068.png,07/07/2022,12:00:00,summer,afternoon,cloudy
img_00069.png,08/07/2022,12:00:00,summer,afternoon,cloudy
img_00070.png,09/07/2022,12:00:00,summer,afternoon,sunny
img_00071.png,10/07/2022,12:00:00,summer,afternoon,sunny
img_00072.png,11/07/2022,12:00:00,summer,afternoon,sunny
img_00073.png,12/07/2022,12:00:00,summer,afternoon,sunny
img_00074.png,13/07/2022,12:00:00,summer,afternoon,sunny
img_00075.png,14/07/2022,12:00:00,summer,afternoon,sunny
img_00076.png,15/07/2022,12:00:00,summer,afternoon,sunny
img_00077.png,16/07/2022,12:00:00,summer,afternoon,sunny
img_00078.png,17/07/2022,12:00:00,summer,afternoon,sunny
img_00079.png,18/07/2022,12:00:00,summer,afternoon,sunny
img_00080.png,19/07/2022,12:00:00,summer,afternoon,sunny
img_00081.png,20/07/2022,12:00:00,summer,afternoon,cloudy
img_00082.png,21/07/2022,12:00:00,summer,afternoon,sunny
img_00083.png,22/07/2022,12:00:00,summer,afternoon,sunny
img_00084.png,23/07/2022,12:00:00,summer,afternoon,cloudy
img_00085.png,24/07/2022,12:00:00,summer,afternoon,sunny
img_00086.png,25/07/2022,12:00:00,summer,afternoon,sunny
img_00087.png,26/07/2022,12:00:00,summer,afternoon,cloudy
img_00088.png,27/07/2022,12:00:00,summer,afternoon,sunny
img_00089.png,28/07/2022,12:00:00,summer,afternoon,sunny
img_00090.png,29/07/2022,12:00:00,summer,afternoon,cloudy
img_00091.png,30/07/2022,12:00:00,summer,afternoon,sunny
img_00092.png,31/07/2022,12:00:00,summer,afternoon,sunny
img_00093.png,01/08/2022,12:00:00,summer,afternoon,sunny
img_00094.png,02/08/2022,12:00:00,summer,afternoon,sunny
img_00095.png,03/08/2022,12:00:00,summer,afternoon,sunny
img_00096.png,04/08/2022,12:00:00,summer,afternoon,sunny
img_00097.png,05/08/2022,12:00:00,summer,afternoon,cloudy
img_00098.png,06/08/2022,12:00:00,summer,afternoon,cloudy
img_00099.png,07/08/2022,12:00:00,summer,afternoon,foggy
img_00100.png,08/08/2022,12:00:00,summer,afternoon,sunny
img_00101.png,09/08/2022,12:00:00,summer,afternoon,sunny
img_00102.png,10/08/2022,12:00:00,summer,afternoon,sunny
img_00103.png,11/08/2022,12:00:00,summer,afternoon,sunny
img_00104.png,12/08/2022,12:00:00,summer,afternoon,sunny
img_00105.png,13/08/2022,12:00:00,summer,afternoon,sunny
img_00106.png,14/08/2022,12:00:00,summer,afternoon,cloudy
img_00107.png,15/08/2022,12:00:00,summer,afternoon,cloudy
img_00108.png,16/08/2022,12:00:00,summer,afternoon,sunny
img_00109.png,17/08/2022,12:00:00,summer,afternoon,foggy
img_00110.png,18/08/2022,12:00:00,summer,afternoon,cloudy
img_00111.png,19/08/2022,12:00:00,summer,afternoon,foggy
img_00112.png,20/08/2022,12:00:00,summer,afternoon,cloudy
img_00113.png,21/08/2022,12:00:00,summer,afternoon,sunny
img_00114.png,22/08/2022,12:00:00,summer,afternoon,sunny
img_00115.png,23/08/2022,12:00:00,summer,afternoon,sunny
img_00116.png,24/08/2022,12:00:00,summer,afternoon,foggy
img_00117.png,25/08/2022,12:00:00,summer,afternoon,sunny
img_00118.png,26/08/2022,12:00:00,summer,afternoon,cloudy
img_00119.png,27/08/2022,12:00:00,summer,afternoon,sunny
img_00120.png,28/08/2022,12:00:00,summer,afternoon,sunny
img_00121.png,29/08/2022,12:00:00,summer,afternoon,sunny
img_00122.png,30/08/2022,12:00:00,summer,afternoon,sunny
img_00123.png,31/08/2022,12:00:00,summer,afternoon,cloudy
img_00124.png,01/09/2022,12:00:00,autumn,afternoon,cloudy
img_00125.png,02/09/2022,12:00:00,autumn,afternoon,sunny
img_00126.png,03/09/2022,12:00:00,autumn,afternoon,cloudy
img_00127.png,04/09/2022,12:00:00,autumn,afternoon,sunny
img_00128.png,05/09/2022,12:00:00,autumn,afternoon,sunny
img_00129.png,06/09/2022,12:00:00,autumn,afternoon,rainy
img_00130.png,07/09/2022,12:00:00,autumn,afternoon,cloudy
img_00131.png,08/09/2022,12:00:00,autumn,afternoon,sunny
img_00132.png,09/09/2022,12:00:00,autumn,afternoon,sunny
img_00133.png,10/09/2022,12:00:00,autumn,afternoon,cloudy
img_00134.png,11/09/2022,12:00:00,autumn,afternoon,sunny
img_00135.png,12/09/2022,12:00:00,autumn,afternoon,sunny
img_00136.png,13/09/2022,12:00:00,autumn,afternoon,cloudy
img_00137.png,14/09/2022,12:00:00,autumn,afternoon,cloudy
img_00138.png,15/09/2022,12:00:00,autumn,afternoon,cloudy
img_00139.png,16/09/2022,12:00:00,autumn,afternoon,cloudy
img_00140.png,17/09/2022,12:00:00,autumn,afternoon,cloudy
img_00141.png,18/09/2022,12:00:00,autumn,afternoon,sunny
img_00142.png,19/09/2022,12:00:00,autumn,afternoon,sunny
img_00143.png,20/09/2022,12:00:00,autumn,afternoon,sunny
img_00144.png,21/09/2022,12:00:00,autumn,afternoon,sunny
img_00145.png,22/09/2022,12:00:00,autumn,afternoon,sunny
img_00146.png,23/09/2022,12:00:00,autumn,afternoon,sunny
img_00147.png,24/09/2022,12:00:00,autumn,afternoon,rainy
img_00148.png,25/09/2022,12:00:00,autumn,afternoon,rainy
img_00149.png,26/09/2022,12:00:00,autumn,afternoon,cloudy
img_00150.png,27/09/2022,12:00:00,autumn,afternoon,cloudy
img_00151.png,28/09/2022,12:00:00,autumn,afternoon,foggy
img_00152.png,29/09/2022,12:00:00,autumn,afternoon,cloudy
img_00153.png,30/09/2022,12:00:00,autumn,afternoon,cloudy
img_00154.png,01/10/2022,12:00:00,autumn,afternoon,rainy
img_00155.png,02/10/2022,12:00:00,autumn,afternoon,cloudy
img_00156.png,03/10/2022,12:00:00,autumn,afternoon,cloudy
img_00157.png,04/10/2022,12:00:00,autumn,afternoon,sunny
img_00158.png,05/10/2022,12:00:00,autumn,afternoon,sunny
img_00159.png,06/10/2022,12:00:00,autumn,afternoon,sunny
img_00160.png,07/10/2022,12:00:00,autumn,afternoon,sunny
img_00161.png,08/10/2022,12:00:00,autumn,afternoon,foggy
img_00162.png,09/10/2022,12:00:00,autumn,afternoon,cloudy
img_00163.png,10/10/2022,12:00:00,autumn,afternoon,cloudy
img_00164.png,11/10/2022,12:00:00,autumn,afternoon,sunny
img_00165.png,12/10/2022,12:00:00,autumn,afternoon,foggy
img_00166.png,13/10/2022,12:00:00,autumn,afternoon,cloudy
img_00167.png,14/10/2022,12:00:00,autumn,afternoon,cloudy
img_00168.png,15/10/2022,12:00:00,autumn,afternoon,cloudy
img_00169.png,16/10/2022,12:00:00,autumn,afternoon,sunny
img_00170.png,17/10/2022,12:00:00,autumn,afternoon,sunny
img_00171.png,18/10/2022,12:00:00,autumn,afternoon,sunny
img_00172.png,19/10/2022,12:00:00,autumn,afternoon,sunny
img_00173.png,20/10/2022,12:00:00,autumn,afternoon,foggy
img_00174.png,21/10/2022,12:00:00,autumn,afternoon,rainy
img_00175.png,22/10/2022,12:00:00,autumn,afternoon,sunny
img_00176.png,23/10/2022,12:00:00,autumn,afternoon,sunny
img_00177.png,24/10/2022,12:00:00,autumn,afternoon,cloudy
img_00178.png,25/10/2022,12:00:00,autumn,afternoon,sunny
img_00179.png,07/11/2022,12:00:00,autumn,afternoon,sunny
img_00180.png,08/11/2022,12:00:00,autumn,afternoon,sunny
img_00181.png,09/11/2022,12:00:00,autumn,afternoon,rainy
img_00182.png,10/11/2022,12:00:00,autumn,afternoon,cloudy
img_00183.png,11/11/2022,12:00:00,autumn,afternoon,sunny
img_00184.png,12/11/2022,12:00:00,autumn,afternoon,cloudy
img_00185.png,13/11/2022,12:00:00,autumn,afternoon,foggy
img_00186.png,14/11/2022,12:00:00,autumn,afternoon,rainy
img_00187.png,15/11/2022,12:00:00,autumn,afternoon,rainy
img_00188.png,16/11/2022,12:00:00,autumn,afternoon,cloudy
img_00189.png,17/11/2022,12:00:00,autumn,afternoon,cloudy
img_00190.png,18/11/2022,12:00:00,autumn,afternoon,rainy
img_00191.png,19/11/2022,12:00:00,autumn,afternoon,sunny
